culture;conduite;variete_n;action;semaine_debut;semaine_fin;mois_debut;mois_fin;commentaire
Courgette;SA;2;Semis en pot/plant;5;7;janvier;février;
Courgette;SA;2;Plantation;11;13;mars;mars;
Courgette;SA;2;Récolte;19;27;mai;juillet;
Courgette;SA;3;Semis en pot/plant;8;10;février;mars;
Courgette;SA;3;Plantation;13;15;mars;avril;
Courgette;SA;3;Récolte;20;28;mai;juillet;
Courgette;SA;4;Semis en pot/plant;27;29;juillet;juillet;
Courgette;SA;4;Plantation;30;32;juillet;août;
Courgette;SA;4;Récolte;37;42;septembre;octobre;
Céleri branche;PC;1;Semis en pot/plant;7;9;février;février;
Céleri branche;PC;1;Plantation;17;19;avril;mai;
Céleri branche;PC;1;Récolte;32;39;août;septembre;
Céleri branche;PC;2;Semis en pot/plant;9;11;février;mars;
Céleri branche;PC;2;Plantation;19;22;mai;mai;
Céleri branche;PC;2;Récolte;33;39;août;septembre;
Céleri branche;PC;3;Semis en pot/plant;12;14;mars;avril;
Céleri branche;PC;3;Plantation;22;24;mai;juin;
Céleri branche;PC;3;Récolte;35;39;août;septembre;
Céleri branche;PC;4;Semis en pot/plant;14;16;avril;avril;
Céleri branche;PC;4;Plantation;24;26;juin;juin;
Céleri branche;PC;4;Récolte;37;39;septembre;septembre;
Céleri branche;SA;1;Récolte;1;11;janvier;mars;
Céleri branche;SA;1;Semis en pot/plant;20;22;mai;mai;
Céleri branche;SA;1;Plantation;30;32;juillet;août;
Céleri branche;SA;1;Récolte;46;52;novembre;décembre;
Céleri branche;SA;2;Récolte;9;13;février;mars;
Céleri branche;SA;2;Semis en pot/plant;28;30;juillet;juillet;
Céleri branche;SA;2;Plantation;39;41;septembre;octobre;
Céleri branche;SA;3;Plantation;5;7;janvier;février;
Céleri branche;SA;3;Récolte;20;24;mai;juin;
Céleri branche;SA;3;Semis en pot/plant;42;44;octobre;octobre;
Céleri branche;SA;4;Plantation;11;13;mars;mars;
Céleri branche;SA;4;Récolte;24;35;juin;août;
Céleri branche;SA;4;Semis en pot/plant;50;52;décembre;décembre;
Céleri branche;SA;5;Semis en pot/plant;3;5;janvier;janvier;
Céleri branche;SA;5;Plantation;15;17;avril;avril;
Céleri branche;SA;5;Récolte;28;39;juillet;septembre;
Céleri rave;PC;1;Conservation;1;3;janvier;janvier;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;1;Semis en pot/plant;3;5;janvier;janvier;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;1;Plantation;15;17;avril;avril;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;1;Récolte;33;39;août;septembre;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;1;Conservation;41;52;octobre;décembre;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;2;Conservation;1;7;janvier;février;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;2;Semis en pot/plant;7;9;février;février;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;2;Plantation;17;19;avril;mai;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;2;Récolte;35;42;août;octobre;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;2;Conservation;44;52;octobre;décembre;Variétés précoces. Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;3;Conservation;1;9;janvier;février;Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;3;Semis en pot/plant;9;11;février;mars;Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;3;Conservation;11;13;mars;mars;Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;3;Plantation;19;22;mai;mai;Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;3;Récolte;39;46;septembre;novembre;Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Céleri rave;PC;3;Conservation;48;52;novembre;décembre;Semis alvéoles. Si prégermé, Semis 2 semaines plus tard
Echalote;PC;1;Conservation;1;9;janvier;février;
Echalote;PC;1;Plantation;9;13;février;mars;
Echalote;PC;1;Récolte;26;30;juin;juillet;
Echalote;PC;1;Conservation;32;52;août;décembre;
Echalote;PC;2;Conservation;1;13;janvier;mars;
Echalote;PC;2;Plantation;13;17;mars;avril;
Echalote;PC;2;Récolte;28;32;juillet;août;
Echalote;PC;2;Conservation;34;52;août;décembre;
Epinard;PC;1;Semis en pot/plant;8;10;février;mars;
Epinard;PC;1;Plantation;11;13;mars;mars;
Epinard;PC;1;Récolte;19;24;mai;juin;
Epinard;PC;2;Semis direct;10;11;mars;mars;
Epinard;PC;2;Semis en pot/plant;11;12;mars;mars;
Epinard;PC;2;Plantation;13;15;mars;avril;
Epinard;PC;2;Récolte;20;25;mai;juin;
Epinard;PC;3;Semis direct;12;13;mars;mars;
Epinard;PC;3;Semis en pot/plant;13;14;mars;avril;
Epinard;PC;3;Plantation;15;17;avril;avril;
Epinard;PC;3;Récolte;21;26;mai;juin;
Epinard;PC;4;Semis direct;30;32;juillet;août;
Epinard;PC;4;Plantation;32;34;août;août;
Epinard;PC;4;Récolte;38;40;septembre;octobre;
Epinard;PC;4;Récolte;43;47;octobre;novembre;
Epinard;PC;5;Semis direct;32;34;août;août;
Epinard;PC;5;Plantation;34;36;août;septembre;
Epinard;PC;5;Récolte;41;43;octobre;octobre;
Epinard;PC;5;Récolte;47;51;novembre;décembre;
Epinard;SA;1;Récolte;1;4;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;1;Récolte;10;12;mars;mars;Variété précoces vigoureuses uniquement
Epinard;SA;1;Semis direct;34;36;août;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;1;Plantation;36;38;septembre;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;1;Récolte;42;44;octobre;octobre;Variété précoces vigoureuses uniquement
Epinard;SA;2;Récolte;3;7;janvier;février;Variété précoces vigoureuses uniquement
Epinard;SA;2;Récolte;11;13;mars;mars;Variété précoces vigoureuses uniquement
Epinard;SA;2;Semis direct;36;38;septembre;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;2;Plantation;38;40;septembre;octobre;Variété précoces vigoureuses uniquement
Epinard;SA;2;Récolte;44;47;octobre;novembre;Variété précoces vigoureuses uniquement
Epinard;SA;3;Récolte;6;10;février;mars;Variété précoces vigoureuses uniquement
Epinard;SA;3;Récolte;12;14;mars;avril;Variété précoces vigoureuses uniquement
Epinard;SA;3;Semis en pot/plant;37;39;septembre;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;3;Plantation;40;42;octobre;octobre;Variété précoces vigoureuses uniquement
Epinard;SA;3;Récolte;47;50;novembre;décembre;Variété précoces vigoureuses uniquement
Epinard;SA;4;Plantation;1;2;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;4;Récolte;12;17;mars;avril;Variété précoces vigoureuses uniquement
Epinard;SA;4;Semis en pot/plant;48;50;novembre;décembre;Variété précoces vigoureuses uniquement
Epinard;SA;5;Semis en pot/plant;1;3;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;5;Plantation;5;7;janvier;février;Variété précoces vigoureuses uniquement
Epinard;SA;5;Récolte;14;19;avril;mai;Variété précoces vigoureuses uniquement
Epinard;SA;6;Semis en pot/plant;3;5;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;6;Plantation;7;9;février;février;Variété précoces vigoureuses uniquement
Epinard;SA;6;Récolte;15;20;avril;mai;Variété précoces vigoureuses uniquement
Epinard;SA;7;Semis direct;5;6;janvier;février;Variété précoces vigoureuses uniquement
Epinard;SA;7;Semis en pot/plant;6;7;février;février;Variété précoces vigoureuses uniquement
Epinard;SA;7;Plantation;9;11;février;mars;Variété précoces vigoureuses uniquement
Epinard;SA;7;Récolte;17;22;avril;mai;Variété précoces vigoureuses uniquement
Epinard;SA;8;Semis direct;8;10;février;mars;Variété précoces vigoureuses uniquement
Epinard;SA;8;Plantation;11;13;mars;mars;Variété précoces vigoureuses uniquement
Epinard;SA;8;Récolte;18;23;avril;juin;Variété précoces vigoureuses uniquement
Fenouil;PC;1;Semis en pot/plant;9;11;février;mars;Variété précoces 70-80 jours
Fenouil;PC;1;Plantation;13;15;mars;avril;Variété précoces 70-80 jours
Fenouil;PC;1;Récolte;25;28;juin;juillet;Variété précoces 70-80 jours
Fenouil;PC;2;Semis en pot/plant;13;15;mars;avril;Variété précoces 70-80 jours
Fenouil;PC;2;Plantation;17;19;avril;mai;Variété précoces 70-80 jours
Fenouil;PC;2;Récolte;28;31;juillet;juillet;Variété précoces 70-80 jours
Fenouil;PC;3;Semis en pot/plant;19;21;mai;mai;Variété précoces 70-80 jours
Fenouil;PC;3;Plantation;22;24;mai;juin;Variété précoces 70-80 jours
Fenouil;PC;3;Récolte;32;35;août;août;Variété précoces 70-80 jours
Fenouil;PC;4;Semis en pot/plant;23;25;juin;juin;Variétés précoces et de saison 70-90 jours
Fenouil;PC;4;Plantation;26;28;juin;juillet;Variétés précoces et de saison 70-90 jours
Fenouil;PC;4;Récolte;36;39;septembre;septembre;Variétés précoces et de saison 70-90 jours
Fenouil;PC;5;Semis en pot/plant;25;27;juin;juillet;Variétés précoces et de saison 70-90 jours
Fenouil;PC;5;Plantation;28;30;juillet;juillet;Variétés précoces et de saison 70-90 jours
Fenouil;PC;5;Récolte;38;41;septembre;octobre;Variétés précoces et de saison 70-90 jours
Fenouil;PC;6;Semis en pot/plant;27;29;juillet;juillet;Variété précoces 70-80 jours
Fenouil;PC;6;Plantation;30;32;juillet;août;Variété précoces 70-80 jours
Fenouil;PC;6;Récolte;40;44;octobre;octobre;Variété précoces 70-80 jours
Fenouil;PC;7;Semis en pot/plant;27;29;juillet;juillet;Variétés de saison 80-100 jours
Fenouil;PC;7;Plantation;30;32;juillet;août;Variétés de saison 80-100 jours
Fenouil;PC;7;Récolte;42;46;octobre;novembre;Variétés de saison 80-100 jours
Fenouil;PC;8;Semis en pot/plant;27;29;juillet;juillet;Variétés tardives 100-120 jours
Fenouil;PC;8;Plantation;30;32;juillet;août;Variétés tardives 100-120 jours
Fenouil;PC;8;Récolte;44;48;octobre;novembre;Variétés tardives 100-120 jours
Fenouil;SA;1;Récolte;10;13;mars;mars;Variété précoces 70-80 jours
Fenouil;SA;1;Semis en pot/plant;33;35;août;août;Variété précoces 70-80 jours
Fenouil;SA;1;Plantation;37;39;septembre;septembre;Variété précoces 70-80 jours
Fenouil;SA;2;Récolte;14;16;avril;avril;Variété précoces 70-80 jours
Fenouil;SA;2;Semis en pot/plant;38;40;septembre;octobre;Variété précoces 70-80 jours
Fenouil;SA;2;Plantation;42;44;octobre;octobre;Variété précoces 70-80 jours
Fenouil;SA;3;Plantation;5;7;janvier;février;Variété précoces 70-80 jours
Fenouil;SA;3;Récolte;18;21;avril;mai;Variété précoces 70-80 jours
Fenouil;SA;3;Semis en pot/plant;50;52;décembre;décembre;Variété précoces 70-80 jours
Fenouil;SA;4;Semis en pot/plant;4;6;janvier;février;Variété précoces 70-80 jours
Fenouil;SA;4;Plantation;9;11;février;mars;Variété précoces 70-80 jours
Fenouil;SA;4;Récolte;21;24;mai;juin;Variété précoces 70-80 jours
Fenouil;SA;5;Semis en pot/plant;31;33;juillet;août;Variétés de saison 80-100 jours
Fenouil;SA;5;Plantation;34;36;août;septembre;Variétés de saison 80-100 jours
Fenouil;SA;5;Récolte;46;50;novembre;décembre;Variétés de saison 80-100 jours
Fenouil;SA;6;Récolte;1;5;janvier;janvier;Variétés tardives 100-120 jours
Fenouil;SA;6;Semis en pot/plant;31;33;juillet;août;Variétés tardives 100-120 jours
Fenouil;SA;6;Plantation;34;36;août;septembre;Variétés tardives 100-120 jours
Fenouil;SA;6;Récolte;50;52;décembre;décembre;Variétés tardives 100-120 jours
Fève;PC;1;Récolte;21;24;mai;juin;
Fève;PC;1;Semis direct;42;46;octobre;novembre;
Fève;PC;2;Semis direct;3;7;janvier;février;
Fève;PC;2;Récolte;25;28;juin;juillet;
Fève;SA;1;Récolte;17;20;avril;mai;
Fève;SA;1;Semis direct;42;46;octobre;novembre;
Fève;SA;2;Semis direct;1;5;janvier;janvier;
Fève;SA;2;Récolte;21;24;mai;juin;
Fève;SA;2;Semis direct;48;52;novembre;décembre;
Haricot demi-sec;PC;1;Semis direct;18;20;avril;mai;
Haricot demi-sec;PC;1;Récolte;32;35;août;août;
Haricot demi-sec;PC;2;Semis direct;20;22;mai;mai;
Haricot demi-sec;PC;2;Récolte;34;37;août;septembre;
Haricot demi-sec;PC;3;Semis direct;22;24;mai;juin;
Haricot demi-sec;PC;3;Récolte;36;39;septembre;septembre;
Haricot demi-sec;PC;4;Semis direct;24;26;juin;juin;
Haricot demi-sec;PC;4;Récolte;38;41;septembre;octobre;
Haricot vert nain;PC;1;Semis direct;18;20;avril;mai;
Haricot vert nain;PC;1;Récolte;28;31;juillet;juillet;
Haricot vert nain;PC;2;Semis direct;20;22;mai;mai;
Haricot vert nain;PC;2;Récolte;30;33;juillet;août;
Haricot vert nain;PC;3;Semis direct;22;24;mai;juin;
Haricot vert nain;PC;3;Récolte;32;35;août;août;
Haricot vert nain;PC;4;Semis direct;24;26;juin;juin;
Haricot vert nain;PC;4;Récolte;34;37;août;septembre;
Haricot vert nain;PC;5;Semis direct;26;28;juin;juillet;
Haricot vert nain;PC;5;Récolte;36;39;septembre;septembre;
Haricot vert nain;PC;6;Semis direct;28;30;juillet;juillet;
Haricot vert nain;PC;6;Récolte;38;41;septembre;octobre;
Haricot vert nain;SA;1;Semis en pot/plant;9;11;février;mars;
Haricot vert nain;SA;1;Plantation;11;13;mars;mars;
Haricot vert nain;SA;1;Récolte;22;25;mai;juin;
Haricot vert nain;SA;2;Semis en pot/plant;11;13;mars;mars;
Haricot vert nain;SA;2;Plantation;13;15;mars;avril;
Haricot vert nain;SA;2;Récolte;23;26;juin;juin;
Haricot vert nain;SA;3;Plantation;15;17;avril;avril;
Haricot vert nain;SA;3;Récolte;24;27;juin;juillet;
Haricot vert nain;SA;4;Semis direct;15;17;avril;avril;
Haricot vert nain;SA;4;Plantation;17;19;avril;mai;
Haricot vert nain;SA;4;Récolte;25;28;juin;juillet;
Haricot vert à rames;SA;1;Semis en pot/plant;9;11;février;mars;
Haricot vert à rames;SA;1;Plantation;11;13;mars;mars;
Haricot vert à rames;SA;1;Récolte;22;28;mai;juillet;
Haricot vert à rames;SA;2;Semis en pot/plant;11;13;mars;mars;
Haricot vert à rames;SA;2;Plantation;13;15;mars;avril;
Haricot vert à rames;SA;2;Récolte;23;29;juin;juillet;
Haricot vert à rames;SA;3;Semis direct;13;15;mars;avril;
Haricot vert à rames;SA;3;Plantation;15;17;avril;avril;
Haricot vert à rames;SA;3;Récolte;24;30;juin;juillet;
Haricot vert à rames;SA;4;Semis direct;15;17;avril;avril;
Haricot vert à rames;SA;4;Plantation;17;19;avril;mai;
Haricot vert à rames;SA;4;Récolte;25;31;juin;juillet;
Haricot vert à rames;SA;5;Semis direct;17;19;avril;mai;
Haricot vert à rames;SA;5;Plantation;19;21;mai;mai;
Haricot vert à rames;SA;5;Récolte;27;33;juillet;août;
Haricot vert à rames;SA;6;Semis direct;20;22;mai;mai;
Haricot vert à rames;SA;6;Plantation;22;24;mai;juin;
Haricot vert à rames;SA;6;Récolte;30;36;juillet;septembre;
Haricot vert à rames;SA;7;Semis direct;22;24;mai;juin;
Haricot vert à rames;SA;7;Plantation;24;26;juin;juin;
Haricot vert à rames;SA;7;Récolte;32;38;août;septembre;
Haricot vert à rames;SA;8;Semis direct;24;26;juin;juin;
Haricot vert à rames;SA;8;Plantation;26;28;juin;juillet;
Haricot vert à rames;SA;8;Récolte;34;40;août;octobre;
Mais doux;PC;1;Semis en pot/plant;15;17;avril;avril;
Mais doux;PC;1;Plantation;17;19;avril;mai;
Mais doux;PC;1;Récolte;31;34;juillet;août;
Mais doux;PC;2;Semis direct;18;20;avril;mai;
Mais doux;PC;2;Plantation;20;22;mai;mai;
Mais doux;PC;2;Récolte;33;36;août;septembre;
Mais doux;PC;3;Semis direct;20;22;mai;mai;
Mais doux;PC;3;Plantation;22;24;mai;juin;
Mais doux;PC;3;Récolte;35;38;août;septembre;
Mais doux;PC;4;Semis direct;22;24;mai;juin;
Mais doux;PC;4;Plantation;24;26;juin;juin;
Mais doux;PC;4;Récolte;37;40;septembre;octobre;
Melon;SA;1;Semis en pot/plant;10;12;mars;mars;
Melon;SA;1;Plantation;13;15;mars;avril;
Melon;SA;1;Récolte;27;30;juillet;juillet;
Melon;SA;2;Semis en pot/plant;12;14;mars;avril;
Melon;SA;2;Plantation;15;17;avril;avril;
Melon;SA;2;Récolte;28;31;juillet;juillet;
Melon;SA;3;Semis en pot/plant;14;16;avril;avril;
Melon;SA;3;Plantation;17;19;avril;mai;
Melon;SA;3;Récolte;29;32;juillet;août;
Melon;SA;4;Semis en pot/plant;17;19;avril;mai;
Melon;SA;4;Plantation;20;22;mai;mai;
Melon;SA;4;Récolte;32;35;août;août;
Melon;SA;5;Semis en pot/plant;19;21;mai;mai;
Melon;SA;5;Plantation;22;24;mai;juin;
Melon;SA;5;Récolte;34;37;août;septembre;
Melon;SA;6;Semis en pot/plant;21;23;mai;juin;
Melon;SA;6;Plantation;24;26;juin;juin;
Melon;SA;6;Récolte;36;39;septembre;septembre;
Mâche;PC;1;Semis direct;30;32;juillet;août;
Mâche;PC;1;Plantation;33;35;août;août;
Mâche;PC;1;Récolte;38;40;septembre;octobre;
Mâche;PC;2;Semis direct;32;34;août;août;
Mâche;PC;2;Plantation;35;37;août;septembre;
Mâche;PC;2;Récolte;40;42;octobre;octobre;
Mâche;PC;3;Semis direct;34;36;août;septembre;
Mâche;PC;3;Plantation;37;39;septembre;septembre;
Mâche;PC;3;Récolte;44;46;octobre;novembre;
Mâche;SA;1;Semis direct;34;36;août;septembre;
Mâche;SA;1;Plantation;37;39;septembre;septembre;
Mâche;SA;1;Récolte;43;45;octobre;novembre;
Mâche;SA;2;Semis direct;35;37;août;septembre;
Mâche;SA;2;Plantation;39;41;septembre;octobre;
Mâche;SA;2;Récolte;46;48;novembre;novembre;
Mâche;SA;3;Semis direct;37;38;septembre;septembre;
Mâche;SA;3;Semis en pot/plant;38;39;septembre;septembre;
Mâche;SA;3;Plantation;41;43;octobre;octobre;
Mâche;SA;3;Récolte;49;52;décembre;décembre;
Mâche;SA;4;Récolte;1;3;janvier;janvier;
Mâche;SA;4;Semis direct;38;39;septembre;septembre;
Mâche;SA;4;Semis en pot/plant;39;40;septembre;octobre;
Mâche;SA;4;Plantation;43;45;octobre;novembre;
Mâche;SA;5;Récolte;2;5;janvier;janvier;
Mâche;SA;5;Semis direct;40;41;octobre;octobre;
Mâche;SA;5;Semis en pot/plant;41;42;octobre;octobre;
Mâche;SA;5;Plantation;45;47;novembre;novembre;
Mâche;SA;6;Récolte;4;7;janvier;février;
Mâche;SA;6;Semis direct;41;42;octobre;octobre;
Mâche;SA;6;Semis en pot/plant;42;43;octobre;octobre;
Mâche;SA;6;Plantation;47;49;novembre;décembre;
Mâche;SA;7;Récolte;6;9;février;février;
Mâche;SA;7;Semis direct;42;43;octobre;octobre;
Mâche;SA;7;Semis en pot/plant;43;45;octobre;novembre;
Mâche;SA;7;Plantation;49;51;décembre;décembre;
Mâche;SA;8;Plantation;1;1;janvier;janvier;
Mâche;SA;8;Récolte;8;11;février;mars;
Mâche;SA;8;Semis direct;43;44;octobre;octobre;
Mâche;SA;8;Semis en pot/plant;44;46;octobre;novembre;
Mâche;SA;8;Plantation;51;52;décembre;décembre;
Mâche;SA;9;Plantation;1;3;janvier;janvier;
Mâche;SA;9;Récolte;10;12;mars;mars;
Mâche;SA;9;Semis direct;44;46;octobre;novembre;
Mâche;SA;9;Semis en pot/plant;46;48;novembre;novembre;
Mâche;SA;10;Plantation;3;5;janvier;janvier;
Mâche;SA;10;Récolte;11;13;mars;mars;
Mâche;SA;10;Semis direct;46;48;novembre;novembre;
Mâche;SA;10;Semis en pot/plant;48;50;novembre;décembre;
Mâche;SA;11;Plantation;5;7;janvier;février;
Mâche;SA;11;Récolte;12;14;mars;avril;
Mâche;SA;11;Semis direct;48;50;novembre;décembre;
Mâche;SA;11;Semis en pot/plant;50;52;décembre;décembre;
Navet botte;PC;1;Semis en pot/plant;8;10;février;mars;Variétés précoces résistantes à la montaison
Navet botte;PC;1;Plantation;11;13;mars;mars;Variétés précoces résistantes à la montaison
Navet botte;PC;1;Récolte;18;21;avril;mai;Variétés précoces résistantes à la montaison
Navet botte;PC;2;Semis en pot/plant;10;12;mars;mars;Variétés précoces résistantes à la montaison
Navet botte;PC;2;Plantation;13;15;mars;avril;Variétés précoces résistantes à la montaison
Navet botte;PC;2;Récolte;19;22;mai;mai;Variétés précoces résistantes à la montaison
Navet botte;PC;3;Semis en pot/plant;12;14;mars;avril;Variétés précoces résistantes à la montaison
Navet botte;PC;3;Plantation;15;17;avril;avril;Variétés précoces résistantes à la montaison
Navet botte;PC;3;Récolte;21;24;mai;juin;Variétés précoces résistantes à la montaison
Navet botte;PC;4;Semis en pot/plant;12;14;mars;avril;Variétés de saison résistantes à la montaison
Navet botte;PC;4;Plantation;15;17;avril;avril;Variétés de saison résistantes à la montaison
Navet botte;PC;4;Récolte;23;26;juin;juin;Variétés de saison résistantes à la montaison
Navet botte;PC;5;Semis direct;16;18;avril;avril;Variétés de saison
Navet botte;PC;5;Plantation;19;21;mai;mai;Variétés de saison
Navet botte;PC;5;Récolte;27;30;juillet;juillet;Variétés de saison
Navet botte;PC;5;Conservation;31;44;juillet;octobre;Variétés de saison
Navet botte;SA;1;Plantation;1;2;janvier;janvier;Variétés précoces résistantes à la montaison
Navet botte;SA;1;Récolte;9;13;février;mars;Variétés précoces résistantes à la montaison
Navet botte;SA;1;Semis en pot/plant;48;50;novembre;décembre;Variétés précoces résistantes à la montaison
Navet botte;SA;2;Semis en pot/plant;1;3;janvier;janvier;Variétés précoces résistantes à la montaison
Navet botte;SA;2;Plantation;5;7;janvier;février;Variétés précoces résistantes à la montaison
Navet botte;SA;2;Récolte;12;15;mars;avril;Variétés précoces résistantes à la montaison
Navet botte;SA;3;Semis direct;6;8;février;février;Variétés précoces résistantes à la montaison
Navet botte;SA;3;Plantation;9;11;février;mars;Variétés précoces résistantes à la montaison
Navet botte;SA;3;Récolte;15;18;avril;avril;Variétés précoces résistantes à la montaison
Navet botte;SA;4;Semis direct;8;10;février;mars;Variétés précoces résistantes à la montaison
Navet botte;SA;4;Plantation;11;13;mars;mars;Variétés précoces résistantes à la montaison
Navet botte;SA;4;Récolte;17;20;avril;mai;Variétés précoces résistantes à la montaison
Navet conservation;PC;1;Conservation;1;9;janvier;février;Variétés de saison ou tardives
Navet conservation;PC;1;Semis direct;24;26;juin;juin;Variétés de saison ou tardives
Navet conservation;PC;1;Récolte;35;39;août;septembre;Variétés de saison ou tardives
Navet conservation;PC;1;Conservation;41;52;octobre;décembre;Variétés de saison ou tardives
Navet conservation;PC;2;Conservation;1;13;janvier;mars;Variétés de saison ou tardives
Navet conservation;PC;2;Semis direct;27;29;juillet;juillet;Variétés de saison ou tardives
Navet conservation;PC;2;Récolte;39;43;septembre;octobre;Variétés de saison ou tardives
Navet conservation;PC;2;Conservation;45;52;novembre;décembre;Variétés de saison ou tardives
Navet conservation;PC;3;Conservation;1;17;janvier;avril;Variétés de saison ou tardives
Navet conservation;PC;3;Semis direct;30;32;juillet;août;Variétés de saison ou tardives
Navet conservation;PC;3;Récolte;44;46;octobre;novembre;Variétés de saison ou tardives
Navet conservation;PC;3;Conservation;48;52;novembre;décembre;Variétés de saison ou tardives
Navet conservation;PC;4;Conservation;1;9;janvier;février;Variétés précoces
Navet conservation;PC;4;Semis direct;33;35;août;août;Variétés précoces
Navet conservation;PC;4;Récolte;44;46;octobre;novembre;Variétés précoces
Navet conservation;PC;4;Conservation;48;52;novembre;décembre;Variétés précoces
Oignon botte;PC;1;Récolte;15;19;avril;mai;
Oignon botte;PC;1;Semis direct;32;34;août;août;
Oignon botte;PC;1;Plantation;37;39;septembre;septembre;
Oignon botte;PC;2;Récolte;17;21;avril;mai;
Oignon botte;PC;2;Semis direct;36;38;septembre;septembre;
Oignon botte;PC;2;Semis en pot/plant;38;39;septembre;septembre;
Oignon botte;PC;2;Plantation;42;44;octobre;octobre;
Oignon botte;PC;3;Semis en pot/plant;5;7;janvier;février;
Oignon botte;PC;3;Plantation;11;13;mars;mars;
Oignon botte;PC;3;Récolte;22;26;mai;juin;
Oignon botte;PC;4;Semis en pot/plant;7;9;février;février;
Oignon botte;PC;4;Plantation;13;15;mars;avril;
Oignon botte;PC;4;Récolte;23;27;juin;juillet;
Oignon botte;PC;5;Semis en pot/plant;9;11;février;mars;
Oignon botte;PC;5;Plantation;15;17;avril;avril;
Oignon botte;PC;5;Récolte;25;29;juin;juillet;
Oignon botte;PC;6;Semis direct;11;13;mars;mars;
Oignon botte;PC;6;Semis en pot/plant;13;14;mars;avril;
Oignon botte;PC;6;Plantation;17;19;avril;mai;
Oignon botte;PC;6;Récolte;27;31;juillet;juillet;
Oignon botte;PC;7;Semis direct;15;17;avril;avril;
Oignon botte;PC;7;Semis en pot/plant;17;18;avril;avril;
Oignon botte;PC;7;Plantation;20;22;mai;mai;
Oignon botte;PC;7;Récolte;30;34;juillet;août;
Oignon botte;PC;8;Semis direct;17;19;avril;mai;
Oignon botte;PC;8;Semis en pot/plant;19;20;mai;mai;
Oignon botte;PC;8;Plantation;22;24;mai;juin;
Oignon botte;PC;8;Récolte;32;36;août;septembre;
Oignon botte;PC;9;Semis direct;19;21;mai;mai;
Oignon botte;PC;9;Semis en pot/plant;21;22;mai;mai;
Oignon botte;PC;9;Plantation;24;26;juin;juin;
Oignon botte;PC;9;Récolte;34;38;août;septembre;
Oignon botte;SA;1;Récolte;10;14;mars;avril;Barona, De malakoff, vaugirard ou premier
Oignon botte;SA;1;Semis direct;32;34;août;août;Barona, De malakoff, vaugirard ou premier
Oignon botte;SA;1;Plantation;37;39;septembre;septembre;Barona, De malakoff, vaugirard ou premier
Oignon botte;SA;2;Récolte;11;15;mars;avril;
Oignon botte;SA;2;Semis direct;34;36;août;septembre;
Oignon botte;SA;2;Plantation;39;41;septembre;octobre;
Oignon botte;SA;3;Récolte;13;17;mars;avril;
Oignon botte;SA;3;Semis direct;36;38;septembre;septembre;
Oignon botte;SA;3;Semis en pot/plant;38;39;septembre;septembre;
Oignon botte;SA;3;Plantation;42;44;octobre;octobre;
Oignon botte;SA;4;Récolte;15;19;avril;mai;
Oignon botte;SA;4;Semis direct;38;40;septembre;octobre;
Oignon botte;SA;4;Semis en pot/plant;40;41;octobre;octobre;
Oignon botte;SA;4;Plantation;44;46;octobre;novembre;
Oignon botte;SA;5;Plantation;1;2;janvier;janvier;
Oignon botte;SA;5;Récolte;16;20;avril;mai;
Oignon botte;SA;5;Semis en pot/plant;45;47;novembre;novembre;
Oignon botte;SA;6;Plantation;5;7;janvier;février;
Oignon botte;SA;6;Récolte;17;21;avril;mai;
Oignon botte;SA;6;Semis en pot/plant;49;51;décembre;décembre;
Oignon botte;SA;7;Semis en pot/plant;1;2;janvier;janvier;
Oignon botte;SA;7;Plantation;7;9;février;février;
Oignon botte;SA;7;Récolte;18;22;avril;mai;
Oignon botte;SA;8;Semis en pot/plant;2;4;janvier;janvier;
Oignon botte;SA;8;Plantation;9;11;février;mars;
