culture;conduite;variete_n;action;semaine_debut;semaine_fin;mois_debut;mois_fin;commentaire
Echalote;PC;1;Apport de compost;8;8;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Echalote;PC;1;Paillage;8;8;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Echalote;PC;1;Plantation;9;13;février;mars;
Echalote;PC;1;Récolte;26;30;juin;juillet;
Echalote;PC;1;Conservation;32;52;août;décembre;
Echalote;PC;2;Conservation;1;13;janvier;mars;
Echalote;PC;2;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Echalote;PC;2;Apport de compost;12;12;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Echalote;PC;2;Paillage;12;12;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Echalote;PC;2;Plantation;13;17;mars;avril;
Echalote;PC;2;Récolte;28;32;juillet;août;
Echalote;PC;2;Conservation;34;52;août;décembre;
Epinard;PC;1;Semis en pot/plant;8;10;février;mars;
Epinard;PC;1;Travail du sol;10;10;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;PC;1;Apport de compost;10;10;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;1;Paillage;10;10;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;PC;1;Plantation;11;13;mars;mars;
Epinard;PC;1;Récolte;19;24;mai;juin;
Epinard;PC;2;Travail du sol;9;9;février;février;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;PC;2;Apport de compost;9;9;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;2;Semis direct;10;11;mars;mars;
Epinard;PC;2;Semis en pot/plant;11;12;mars;mars;
Epinard;PC;2;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;PC;2;Apport de compost;12;12;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;2;Paillage;12;12;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;PC;2;Plantation;13;15;mars;avril;
Epinard;PC;2;Récolte;20;25;mai;juin;
Epinard;PC;3;Travail du sol;11;11;mars;mars;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;PC;3;Apport de compost;11;11;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;3;Semis direct;12;13;mars;mars;
Epinard;PC;3;Semis en pot/plant;13;14;mars;avril;
Epinard;PC;3;Travail du sol;14;14;avril;avril;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;PC;3;Apport de compost;14;14;avril;avril;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;3;Paillage;14;14;avril;avril;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;PC;3;Plantation;15;17;avril;avril;
Epinard;PC;3;Récolte;21;26;mai;juin;
Epinard;PC;4;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;PC;4;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;4;Semis direct;30;32;juillet;août;
Epinard;PC;4;Travail du sol;31;31;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;PC;4;Apport de compost;31;31;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;4;Paillage;31;31;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;PC;4;Plantation;32;34;août;août;
Epinard;PC;4;Récolte;38;40;septembre;octobre;
Epinard;PC;4;Récolte;43;47;octobre;novembre;
Epinard;PC;5;Travail du sol;31;31;juillet;juillet;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;PC;5;Apport de compost;31;31;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;5;Semis direct;32;34;août;août;
Epinard;PC;5;Travail du sol;33;33;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;PC;5;Apport de compost;33;33;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;PC;5;Paillage;33;33;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;PC;5;Plantation;34;36;août;septembre;
Epinard;PC;5;Récolte;41;43;octobre;octobre;
Epinard;PC;5;Récolte;47;51;novembre;décembre;
Epinard;SA;1;Récolte;1;4;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;1;Récolte;10;12;mars;mars;Variété précoces vigoureuses uniquement
Epinard;SA;1;Travail du sol;33;33;août;août;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;SA;1;Apport de compost;33;33;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;1;Semis direct;34;36;août;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;1;Travail du sol;35;35;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;1;Apport de compost;35;35;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;1;Paillage;35;35;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;1;Plantation;36;38;septembre;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;1;Récolte;42;44;octobre;octobre;Variété précoces vigoureuses uniquement
Epinard;SA;2;Récolte;3;7;janvier;février;Variété précoces vigoureuses uniquement
Epinard;SA;2;Récolte;11;13;mars;mars;Variété précoces vigoureuses uniquement
Epinard;SA;2;Travail du sol;35;35;août;août;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;SA;2;Apport de compost;35;35;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;2;Semis direct;36;38;septembre;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;2;Travail du sol;37;37;septembre;septembre;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;2;Apport de compost;37;37;septembre;septembre;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;2;Paillage;37;37;septembre;septembre;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;2;Plantation;38;40;septembre;octobre;Variété précoces vigoureuses uniquement
Epinard;SA;2;Récolte;44;47;octobre;novembre;Variété précoces vigoureuses uniquement
Epinard;SA;3;Récolte;6;10;février;mars;Variété précoces vigoureuses uniquement
Epinard;SA;3;Récolte;12;14;mars;avril;Variété précoces vigoureuses uniquement
Epinard;SA;3;Semis en pot/plant;37;39;septembre;septembre;Variété précoces vigoureuses uniquement
Epinard;SA;3;Travail du sol;39;39;septembre;septembre;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;3;Apport de compost;39;39;septembre;septembre;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;3;Paillage;39;39;septembre;septembre;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;3;Plantation;40;42;octobre;octobre;Variété précoces vigoureuses uniquement
Epinard;SA;3;Récolte;47;50;novembre;décembre;Variété précoces vigoureuses uniquement
Epinard;SA;4;Plantation;1;2;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;4;Travail du sol;1;1;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;4;Apport de compost;1;1;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;4;Paillage;1;1;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;4;Récolte;12;17;mars;avril;Variété précoces vigoureuses uniquement
Epinard;SA;4;Semis en pot/plant;48;50;novembre;décembre;Variété précoces vigoureuses uniquement
Epinard;SA;5;Semis en pot/plant;1;3;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;5;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;5;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;5;Paillage;4;4;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;5;Plantation;5;7;janvier;février;Variété précoces vigoureuses uniquement
Epinard;SA;5;Récolte;14;19;avril;mai;Variété précoces vigoureuses uniquement
Epinard;SA;6;Semis en pot/plant;3;5;janvier;janvier;Variété précoces vigoureuses uniquement
Epinard;SA;6;Travail du sol;6;6;février;février;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;6;Apport de compost;6;6;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;6;Paillage;6;6;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;6;Plantation;7;9;février;février;Variété précoces vigoureuses uniquement
Epinard;SA;6;Récolte;15;20;avril;mai;Variété précoces vigoureuses uniquement
Epinard;SA;7;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;SA;7;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;7;Semis direct;5;6;janvier;février;Variété précoces vigoureuses uniquement
Epinard;SA;7;Semis en pot/plant;6;7;février;février;Variété précoces vigoureuses uniquement
Epinard;SA;7;Travail du sol;8;8;février;février;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;7;Apport de compost;8;8;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;7;Paillage;8;8;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;7;Plantation;9;11;février;mars;Variété précoces vigoureuses uniquement
Epinard;SA;7;Récolte;17;22;avril;mai;Variété précoces vigoureuses uniquement
Epinard;SA;8;Travail du sol;7;7;février;février;Ameublir, décompacter et affiner la planche avant semis direct.
Epinard;SA;8;Apport de compost;7;7;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;8;Semis direct;8;10;février;mars;Variété précoces vigoureuses uniquement
Epinard;SA;8;Travail du sol;10;10;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Epinard;SA;8;Apport de compost;10;10;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Epinard;SA;8;Paillage;10;10;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Epinard;SA;8;Plantation;11;13;mars;mars;Variété précoces vigoureuses uniquement
Epinard;SA;8;Récolte;18;23;avril;juin;Variété précoces vigoureuses uniquement
Fenouil;PC;1;Semis en pot/plant;9;11;février;mars;Variété précoces 70-80 jours
Fenouil;PC;1;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;1;Apport de compost;12;12;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;1;Paillage;12;12;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;1;Plantation;13;15;mars;avril;Variété précoces 70-80 jours
Fenouil;PC;1;Récolte;25;28;juin;juillet;Variété précoces 70-80 jours
Fenouil;PC;2;Semis en pot/plant;13;15;mars;avril;Variété précoces 70-80 jours
Fenouil;PC;2;Travail du sol;16;16;avril;avril;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;2;Apport de compost;16;16;avril;avril;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;2;Paillage;16;16;avril;avril;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;2;Plantation;17;19;avril;mai;Variété précoces 70-80 jours
Fenouil;PC;2;Récolte;28;31;juillet;juillet;Variété précoces 70-80 jours
Fenouil;PC;3;Semis en pot/plant;19;21;mai;mai;Variété précoces 70-80 jours
Fenouil;PC;3;Travail du sol;21;21;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;3;Apport de compost;21;21;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;3;Paillage;21;21;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;3;Plantation;22;24;mai;juin;Variété précoces 70-80 jours
Fenouil;PC;3;Récolte;32;35;août;août;Variété précoces 70-80 jours
Fenouil;PC;4;Semis en pot/plant;23;25;juin;juin;Variétés précoces et de saison 70-90 jours
Fenouil;PC;4;Travail du sol;25;25;juin;juin;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;4;Apport de compost;25;25;juin;juin;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;4;Paillage;25;25;juin;juin;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;4;Plantation;26;28;juin;juillet;Variétés précoces et de saison 70-90 jours
Fenouil;PC;4;Récolte;36;39;septembre;septembre;Variétés précoces et de saison 70-90 jours
Fenouil;PC;5;Semis en pot/plant;25;27;juin;juillet;Variétés précoces et de saison 70-90 jours
Fenouil;PC;5;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;5;Apport de compost;27;27;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;5;Paillage;27;27;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;5;Plantation;28;30;juillet;juillet;Variétés précoces et de saison 70-90 jours
Fenouil;PC;5;Récolte;38;41;septembre;octobre;Variétés précoces et de saison 70-90 jours
Fenouil;PC;6;Semis en pot/plant;27;29;juillet;juillet;Variété précoces 70-80 jours
Fenouil;PC;6;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;6;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;6;Paillage;29;29;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;6;Plantation;30;32;juillet;août;Variété précoces 70-80 jours
Fenouil;PC;6;Récolte;40;44;octobre;octobre;Variété précoces 70-80 jours
Fenouil;PC;7;Semis en pot/plant;27;29;juillet;juillet;Variétés de saison 80-100 jours
Fenouil;PC;7;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;7;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;7;Paillage;29;29;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;7;Plantation;30;32;juillet;août;Variétés de saison 80-100 jours
Fenouil;PC;7;Récolte;42;46;octobre;novembre;Variétés de saison 80-100 jours
Fenouil;PC;8;Semis en pot/plant;27;29;juillet;juillet;Variétés tardives 100-120 jours
Fenouil;PC;8;Travail du sol;29;29;juillet;juillet;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;PC;8;Apport de compost;29;29;juillet;juillet;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;PC;8;Paillage;29;29;juillet;juillet;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;PC;8;Plantation;30;32;juillet;août;Variétés tardives 100-120 jours
Fenouil;PC;8;Récolte;44;48;octobre;novembre;Variétés tardives 100-120 jours
Fenouil;SA;1;Récolte;10;13;mars;mars;Variété précoces 70-80 jours
Fenouil;SA;1;Semis en pot/plant;33;35;août;août;Variété précoces 70-80 jours
Fenouil;SA;1;Travail du sol;36;36;septembre;septembre;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;SA;1;Apport de compost;36;36;septembre;septembre;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;SA;1;Paillage;36;36;septembre;septembre;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;SA;1;Plantation;37;39;septembre;septembre;Variété précoces 70-80 jours
Fenouil;SA;2;Récolte;14;16;avril;avril;Variété précoces 70-80 jours
Fenouil;SA;2;Semis en pot/plant;38;40;septembre;octobre;Variété précoces 70-80 jours
Fenouil;SA;2;Travail du sol;41;41;octobre;octobre;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;SA;2;Apport de compost;41;41;octobre;octobre;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;SA;2;Paillage;41;41;octobre;octobre;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;SA;2;Plantation;42;44;octobre;octobre;Variété précoces 70-80 jours
Fenouil;SA;3;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;SA;3;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;SA;3;Paillage;4;4;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;SA;3;Plantation;5;7;janvier;février;Variété précoces 70-80 jours
Fenouil;SA;3;Récolte;18;21;avril;mai;Variété précoces 70-80 jours
Fenouil;SA;3;Semis en pot/plant;50;52;décembre;décembre;Variété précoces 70-80 jours
Fenouil;SA;4;Semis en pot/plant;4;6;janvier;février;Variété précoces 70-80 jours
Fenouil;SA;4;Travail du sol;8;8;février;février;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;SA;4;Apport de compost;8;8;février;février;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;SA;4;Paillage;8;8;février;février;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;SA;4;Plantation;9;11;février;mars;Variété précoces 70-80 jours
Fenouil;SA;4;Récolte;21;24;mai;juin;Variété précoces 70-80 jours
Fenouil;SA;5;Semis en pot/plant;31;33;juillet;août;Variétés de saison 80-100 jours
Fenouil;SA;5;Travail du sol;33;33;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;SA;5;Apport de compost;33;33;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;SA;5;Paillage;33;33;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;SA;5;Plantation;34;36;août;septembre;Variétés de saison 80-100 jours
Fenouil;SA;5;Récolte;46;50;novembre;décembre;Variétés de saison 80-100 jours
Fenouil;SA;6;Récolte;1;5;janvier;janvier;Variétés tardives 100-120 jours
Fenouil;SA;6;Semis en pot/plant;31;33;juillet;août;Variétés tardives 100-120 jours
Fenouil;SA;6;Travail du sol;33;33;août;août;Ameublir, décompacter et affiner la planche avant plantation.
Fenouil;SA;6;Apport de compost;33;33;août;août;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.
Fenouil;SA;6;Paillage;33;33;août;août;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Fenouil;SA;6;Plantation;34;36;août;septembre;Variétés tardives 100-120 jours
Fenouil;SA;6;Récolte;50;52;décembre;décembre;Variétés tardives 100-120 jours
Fève;PC;1;Récolte;21;24;mai;juin;
Fève;PC;1;Travail du sol;41;41;octobre;octobre;Ameublir, décompacter et affiner la planche avant semis direct.
Fève;PC;1;Apport de compost;41;41;octobre;octobre;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Fève;PC;1;Semis direct;42;46;octobre;novembre;
Fève;PC;2;Travail du sol;2;2;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.
Fève;PC;2;Apport de compost;2;2;janvier;janvier;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Fève;PC;2;Semis direct;3;7;janvier;février;
Fève;PC;2;Récolte;25;28;juin;juillet;
Fève;SA;1;Récolte;17;20;avril;mai;
Fève;SA;1;Travail du sol;41;41;octobre;octobre;Ameublir, décompacter et affiner la planche avant semis direct.
Fève;SA;1;Apport de compost;41;41;octobre;octobre;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Fève;SA;1;Semis direct;42;46;octobre;novembre;
Fève;SA;2;Semis direct;1;5;janvier;janvier;
Fève;SA;2;Travail du sol;1;1;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.
Fève;SA;2;Apport de compost;1;1;janvier;janvier;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Fève;SA;2;Récolte;21;24;mai;juin;
Fève;SA;2;Travail du sol;47;47;novembre;novembre;Ameublir, décompacter et affiner la planche avant semis direct.
Fève;SA;2;Apport de compost;47;47;novembre;novembre;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Fève;SA;2;Semis direct;48;52;novembre;décembre;
Haricot demi-sec;PC;1;Travail du sol;17;17;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot demi-sec;PC;1;Apport de compost;17;17;avril;avril;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot demi-sec;PC;1;Semis direct;18;20;avril;mai;
Haricot demi-sec;PC;1;Récolte;32;35;août;août;
Haricot demi-sec;PC;2;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot demi-sec;PC;2;Apport de compost;19;19;mai;mai;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot demi-sec;PC;2;Semis direct;20;22;mai;mai;
Haricot demi-sec;PC;2;Récolte;34;37;août;septembre;
Haricot demi-sec;PC;3;Travail du sol;21;21;mai;mai;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot demi-sec;PC;3;Apport de compost;21;21;mai;mai;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot demi-sec;PC;3;Semis direct;22;24;mai;juin;
Haricot demi-sec;PC;3;Récolte;36;39;septembre;septembre;
Haricot demi-sec;PC;4;Travail du sol;23;23;juin;juin;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot demi-sec;PC;4;Apport de compost;23;23;juin;juin;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot demi-sec;PC;4;Semis direct;24;26;juin;juin;
Haricot demi-sec;PC;4;Récolte;38;41;septembre;octobre;
Haricot vert nain;PC;1;Travail du sol;17;17;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot vert nain;PC;1;Apport de compost;17;17;avril;avril;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;PC;1;Semis direct;18;20;avril;mai;
Haricot vert nain;PC;1;Récolte;28;31;juillet;juillet;
Haricot vert nain;PC;2;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot vert nain;PC;2;Apport de compost;19;19;mai;mai;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;PC;2;Semis direct;20;22;mai;mai;
Haricot vert nain;PC;2;Récolte;30;33;juillet;août;
Haricot vert nain;PC;3;Travail du sol;21;21;mai;mai;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot vert nain;PC;3;Apport de compost;21;21;mai;mai;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;PC;3;Semis direct;22;24;mai;juin;
Haricot vert nain;PC;3;Récolte;32;35;août;août;
Haricot vert nain;PC;4;Travail du sol;23;23;juin;juin;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot vert nain;PC;4;Apport de compost;23;23;juin;juin;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;PC;4;Semis direct;24;26;juin;juin;
Haricot vert nain;PC;4;Récolte;34;37;août;septembre;
Haricot vert nain;PC;5;Travail du sol;25;25;juin;juin;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot vert nain;PC;5;Apport de compost;25;25;juin;juin;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;PC;5;Semis direct;26;28;juin;juillet;
Haricot vert nain;PC;5;Récolte;36;39;septembre;septembre;
Haricot vert nain;PC;6;Travail du sol;27;27;juillet;juillet;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot vert nain;PC;6;Apport de compost;27;27;juillet;juillet;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;PC;6;Semis direct;28;30;juillet;juillet;
Haricot vert nain;PC;6;Récolte;38;41;septembre;octobre;
Haricot vert nain;SA;1;Semis en pot/plant;9;11;février;mars;
Haricot vert nain;SA;1;Travail du sol;10;10;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Haricot vert nain;SA;1;Apport de compost;10;10;mars;mars;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;SA;1;Paillage;10;10;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Haricot vert nain;SA;1;Plantation;11;13;mars;mars;
Haricot vert nain;SA;1;Récolte;22;25;mai;juin;
Haricot vert nain;SA;2;Semis en pot/plant;11;13;mars;mars;
Haricot vert nain;SA;2;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Haricot vert nain;SA;2;Apport de compost;12;12;mars;mars;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;SA;2;Paillage;12;12;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Haricot vert nain;SA;2;Plantation;13;15;mars;avril;
Haricot vert nain;SA;2;Récolte;23;26;juin;juin;
Haricot vert nain;SA;3;Travail du sol;14;14;avril;avril;Ameublir, décompacter et affiner la planche avant plantation.
Haricot vert nain;SA;3;Apport de compost;14;14;avril;avril;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;SA;3;Paillage;14;14;avril;avril;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Haricot vert nain;SA;3;Plantation;15;17;avril;avril;
Haricot vert nain;SA;3;Récolte;24;27;juin;juillet;
Haricot vert nain;SA;4;Travail du sol;14;14;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.
Haricot vert nain;SA;4;Apport de compost;14;14;avril;avril;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;SA;4;Semis direct;15;17;avril;avril;
Haricot vert nain;SA;4;Travail du sol;16;16;avril;avril;Ameublir, décompacter et affiner la planche avant plantation.
Haricot vert nain;SA;4;Apport de compost;16;16;avril;avril;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert nain;SA;4;Paillage;16;16;avril;avril;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Haricot vert nain;SA;4;Plantation;17;19;avril;mai;
Haricot vert nain;SA;4;Récolte;25;28;juin;juillet;
Haricot vert à rames;SA;1;Semis en pot/plant;9;11;février;mars;
Haricot vert à rames;SA;1;Travail du sol;10;10;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.
Haricot vert à rames;SA;1;Apport de compost;10;10;mars;mars;Compost mûr uniquement (peu ou pas d'azote), sur la planche fraîchement travaillée.
Haricot vert à rames;SA;1;Paillage;10;10;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.
Haricot vert à rames;SA;1;Plantation;11;13;mars;mars;
Haricot vert à rames;SA;1;Récolte;22;28;mai;juillet;
